City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Port Hardy,CA,50.6996,-127.4199,53.19,76,24,16.31,few clouds
456,Banes,CU,20.9625,-75.7186,78.91,84,100,3.65,overcast clouds
457,Gazanjyk,TM,39.2446,55.5154,80.42,24,2,11.23,clear sky
458,Derzhavinsk,KZ,51.1,66.3167,64.35,73,89,9.26,overcast clouds
459,Linhares,BR,-19.3911,-40.0722,70.27,90,83,4.68,broken clouds
460,Warrington,GB,53.3925,-2.5802,55.51,80,75,16.11,broken clouds
461,Staryy Nadym,RU,65.6118,72.6842,48.07,71,93,23.67,overcast clouds
462,Iqaluit,CA,63.7506,-68.5145,40.69,63,96,13.0,overcast clouds
463,Walvis Bay,NA,-22.9575,14.5053,59.09,81,0,2.42,clear sky
464,Anamur,TR,36.0751,32.8369,72.95,76,8,9.93,clear sky
465,Kawalu,ID,-7.3817,108.2082,79.38,79,100,1.12,overcast clouds
466,Vladyslavivka,UA,45.1667,35.3667,69.44,86,8,9.48,clear sky
467,Kutum,SD,14.2,24.6667,77.18,46,48,4.72,scattered clouds
468,Sukumo,JP,32.9333,132.7333,77.81,63,100,5.39,light rain
469,Geraldton,AU,-28.7667,114.6,64.81,72,100,5.75,overcast clouds
470,Raudeberg,NO,61.9875,5.1352,49.96,94,100,20.89,light rain
471,Bambanglipuro,ID,-7.95,110.2833,80.26,78,99,2.73,overcast clouds
472,Tiksi,RU,71.6872,128.8694,45.55,67,82,6.35,broken clouds
473,Bukid,PH,5.5717,125.4056,83.28,72,100,7.09,overcast clouds
474,Alyangula,AU,-13.8483,136.4192,78.53,55,21,13.38,few clouds
475,Halifax,CA,44.6453,-63.5724,61.52,81,93,6.64,overcast clouds
476,Kuvshinovo,RU,57.0295,34.1725,57.58,97,100,3.04,overcast clouds
477,Colares,PT,38.7992,-9.4469,71.33,65,4,8.99,clear sky
478,Saint-Louis,SN,16.3333,-15.0,75.63,71,100,16.49,overcast clouds
479,Skaudvile,LT,55.4167,22.6167,49.17,85,100,4.61,overcast clouds
480,Champerico,GT,14.3,-91.9167,77.32,86,86,9.8,overcast clouds
481,Iracoubo,GF,5.4802,-53.2011,77.88,84,16,6.76,few clouds
482,Bom Jesus,BR,-9.0744,-44.3586,76.46,65,94,1.36,overcast clouds
483,Pointe Michel,DM,15.25,-61.3833,81.88,75,8,17.54,clear sky
484,Sabang,ID,5.8933,95.3214,82.67,74,88,5.53,overcast clouds
485,Santiago Del Estero,AR,-27.7951,-64.2615,55.11,41,0,10.45,clear sky
486,Chengde,CN,40.9725,117.9361,71.04,63,27,5.19,scattered clouds
487,Nachalovo,RU,46.338,48.2013,66.13,63,0,8.95,clear sky
488,Miri,MY,4.4148,114.0089,79.92,83,100,1.48,overcast clouds
489,Diu,IN,20.7141,70.9822,83.14,78,90,11.48,overcast clouds
490,Nelson Bay,AU,-32.7167,152.15,61.09,60,1,3.0,clear sky
491,Tay Ninh,VN,11.3,106.1,85.23,70,85,4.12,overcast clouds
492,Viedma,AR,-40.8135,-62.9967,55.9,44,100,14.7,overcast clouds
493,Krasnogorskoye,RU,52.2953,86.1979,70.09,74,66,7.29,broken clouds
494,Vizianagaram,IN,18.1167,83.4167,83.71,54,62,3.74,broken clouds
495,Lorengau,PG,-2.0226,147.2712,85.35,64,8,11.07,clear sky
496,Montrose,US,38.4166,-108.2673,80.01,9,0,18.99,clear sky
497,Havoysund,NO,70.9963,24.6622,43.03,91,100,21.0,overcast clouds
498,Gamba,GA,-2.65,10.0,73.67,92,31,4.65,scattered clouds
499,Harboore,DK,56.6175,8.1807,48.18,78,25,14.0,scattered clouds
500,Cananeia,BR,-25.0147,-47.9267,54.14,67,0,3.89,clear sky
501,Goldsboro,US,35.3849,-77.9928,77.14,85,0,5.75,clear sky
502,Faya,SA,18.3851,42.4509,64.92,18,1,3.44,clear sky
503,De-Kastri,RU,51.4667,140.7833,61.25,63,22,8.52,few clouds
504,Srednekolymsk,RU,67.45,153.6833,71.78,31,0,7.02,clear sky
505,Sangamner,IN,19.5667,74.2167,77.05,74,95,3.87,overcast clouds
506,Takoradi,GH,4.8845,-1.7554,76.05,82,61,6.53,broken clouds
507,Biak,ID,-0.9131,122.8766,82.18,70,56,4.41,broken clouds
508,Korla,CN,41.7597,86.1469,89.19,9,99,12.1,overcast clouds
509,Zhongshu,CN,24.5167,103.7667,68.94,86,100,4.61,overcast clouds
510,Solnechnyy,RU,50.7214,136.6319,77.36,38,13,9.62,few clouds
511,Ambon,ID,-3.6954,128.1814,87.94,66,20,3.44,few clouds
512,Port-Cartier,CA,50.0334,-66.8654,56.75,74,100,5.95,overcast clouds
513,Merke,KZ,42.8728,73.1786,70.3,61,100,2.35,light rain
514,Rundu,NA,-17.9333,19.7667,48.88,59,0,4.65,clear sky
515,Anderson,US,34.5334,-82.6499,83.03,73,0,0.0,clear sky
516,Namibe,AO,-15.1961,12.1522,67.84,58,0,6.55,clear sky
517,Pangobilian,PH,8.8011,117.8594,86.23,63,81,2.59,broken clouds
518,Krasnoselkup,RU,65.7,82.4667,68.54,60,21,8.68,few clouds
519,Xichang,CN,27.8964,102.2634,63.37,95,100,3.69,overcast clouds
520,Matara,LK,5.9485,80.5353,79.66,85,100,9.89,overcast clouds
521,San Quintin,MX,30.4833,-115.95,66.81,82,3,10.78,clear sky
522,Kavaratti,IN,10.5669,72.642,82.54,75,100,14.0,overcast clouds
523,Rivadavia,AR,-33.1905,-68.4608,49.17,51,61,3.6,broken clouds
524,Bara,NG,10.3744,10.7288,75.51,78,87,9.48,overcast clouds
525,Ilhabela,BR,-23.7781,-45.3581,59.02,64,100,6.51,overcast clouds
526,Drogheda,IE,53.7189,-6.3478,52.27,95,65,11.36,broken clouds
527,Bacolod,PH,10.6667,122.95,85.57,69,61,3.0,broken clouds
528,Kiruna,SE,67.8557,20.2251,49.12,76,100,2.3,overcast clouds
529,Roald,NO,62.5833,6.1333,54.16,71,100,12.66,light rain
530,Nuuk,GL,64.1835,-51.7216,33.75,78,100,16.49,overcast clouds
531,Buala,SB,-8.145,159.5921,85.32,65,2,6.02,clear sky
532,Pacific Grove,US,36.6177,-121.9166,71.22,88,100,6.91,haze
533,Traverse City,US,44.7631,-85.6206,55.83,86,40,0.0,scattered clouds
534,Muyezerskiy,RU,63.9333,31.65,51.55,92,6,4.5,clear sky
535,Brigantine,US,39.4101,-74.3646,69.03,93,0,5.75,clear sky
536,Bereda,ES,43.2686,-7.5406,61.41,96,100,8.21,overcast clouds
537,Nenjiang,CN,49.1833,125.2167,63.91,89,100,12.75,heavy intensity rain
538,Northam,GB,51.0333,-4.2167,55.38,81,19,11.7,few clouds
539,San Rafael,AR,-34.6177,-68.3301,51.15,40,99,7.85,overcast clouds
540,Port Macquarie,AU,-31.4333,152.9167,61.9,56,1,8.12,clear sky
541,Inhambane,MZ,-23.865,35.3833,66.74,87,2,1.95,clear sky
542,Cascais,PT,38.6979,-9.4215,71.51,66,5,8.99,clear sky
543,Turan,VN,16.0678,108.2208,89.58,58,0,2.3,clear sky
544,Omboue,GA,-1.5746,9.2618,74.25,93,20,5.41,few clouds
545,Byron Bay,AU,-28.65,153.6167,62.71,64,59,8.21,broken clouds
546,Inirida,CO,3.8653,-67.9239,70.16,99,100,1.36,overcast clouds
547,Homer,US,59.6425,-151.5483,64.04,63,0,12.66,clear sky
548,Erenhot,CN,43.6475,111.9767,67.51,38,65,21.52,broken clouds
549,Pemangkat,ID,1.1667,108.9667,80.85,81,100,10.02,overcast clouds
550,Campos Gerais,BR,-21.235,-45.7586,52.65,66,100,2.42,overcast clouds
551,Makueni,KE,-1.8041,37.6203,57.96,96,56,1.52,broken clouds
552,Van,TR,38.4924,43.3831,67.35,34,40,12.66,scattered clouds
553,Havre,FR,49.5833,0.3333,55.8,82,0,12.66,clear sky
554,Berea,US,41.3662,-81.8543,74.46,88,100,9.22,thunderstorm
555,Saryagash,KZ,41.4511,69.1701,69.76,63,49,2.71,scattered clouds
556,Kenai,US,60.5544,-151.2583,63.03,79,75,9.22,mist
557,Sfantu Gheorghe,RO,45.8667,25.7833,60.26,95,10,1.52,clear sky
558,Calahorra,ES,42.3051,-1.9652,67.91,84,1,8.66,clear sky
559,Springdale,US,36.1867,-94.1288,86.83,77,0,12.66,clear sky
560,Jackson,US,42.4165,-122.8345,57.07,65,100,13.8,overcast clouds
561,Yarada,IN,17.65,83.2667,84.52,79,75,2.3,mist
562,Kibala,TD,9.1104,18.3463,72.46,90,100,8.57,moderate rain
563,Burgeo,CA,47.6167,-57.6152,53.65,83,100,6.06,overcast clouds
564,Benxi,CN,41.2886,123.765,71.92,63,98,9.04,overcast clouds
565,Sakassou,CI,7.4546,-5.2926,71.67,98,99,4.12,overcast clouds
566,Salto Del Guaira,PY,-24.0625,-54.3069,46.09,74,0,6.46,clear sky
567,Kokkola,FI,63.8385,23.1307,53.76,90,0,4.61,clear sky
568,Butterworth,MY,5.3991,100.3638,86.05,74,20,1.14,few clouds
569,Tevriz,RU,57.509,72.4042,56.88,94,56,8.03,broken clouds
570,Borogontsy,RU,62.6683,131.1683,61.54,50,60,7.27,broken clouds
571,Labytnangi,RU,66.6572,66.4183,48.6,55,100,12.57,overcast clouds
572,Tallahassee,US,30.4383,-84.2807,82.33,87,40,5.75,scattered clouds
573,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,66.79,32,0,6.71,clear sky
574,Serenje,ZM,-13.2325,30.2352,46.26,87,0,4.65,clear sky
575,San Jeronimo,PE,-11.9472,-75.2829,45.59,84,19,2.48,few clouds
576,Urucara,BR,-2.5364,-57.76,72.59,98,89,1.61,light rain
577,Caridad,PH,10.8315,124.7518,87.98,60,95,1.88,heavy intensity rain
578,Toora-Khem,RU,52.4675,96.11,74.62,49,100,0.78,overcast clouds
579,Salinopolis,BR,-0.6136,-47.3561,78.53,81,3,8.05,clear sky
580,Ontario,US,34.0633,-117.6509,89.4,45,0,17.27,smoke
581,Hasaki,JP,35.7333,140.8333,73.8,56,69,11.48,broken clouds
582,Stornoway,GB,58.2093,-6.3865,50.94,83,75,5.75,broken clouds
583,Tigzirt,DZ,36.8886,4.1198,71.8,46,26,4.41,scattered clouds
584,Tessalit,ML,20.1986,1.0114,83.7,29,7,7.16,clear sky
585,Elizabeth City,US,36.2946,-76.2511,75.22,91,0,3.44,clear sky
586,Pachino,IT,36.7186,15.0907,70.93,65,0,9.55,clear sky
587,Dwarka,IN,22.2394,68.9678,84.85,72,57,7.23,broken clouds
588,Asfi,MA,32.2994,-9.2372,68.63,94,46,8.03,scattered clouds
589,Chongwe,ZM,-15.3292,28.682,49.01,74,0,2.04,clear sky
590,Borovoy,RU,55.4333,86.0833,71.69,68,0,4.47,clear sky
591,Saryozek,KZ,44.3583,77.9753,72.86,54,96,1.9,overcast clouds
592,Yatou,CN,37.15,122.3833,73.72,64,79,16.75,broken clouds
593,Mildura,AU,-34.2,142.15,54.07,73,100,1.34,overcast clouds
594,Murray Bridge,AU,-35.1167,139.2667,56.12,56,63,9.06,broken clouds
595,Zverinogolovskoye,RU,54.4586,64.8542,52.57,83,0,6.91,clear sky
596,Linguere,SN,15.3953,-15.1193,77.92,68,57,14.83,broken clouds
597,Salamanca,ES,40.8333,-6.0,74.75,49,4,2.66,clear sky
598,Pueblo,US,38.2545,-104.6091,92.16,17,0,4.61,clear sky
599,Batemans Bay,AU,-35.7167,150.1833,56.1,48,1,3.18,clear sky
600,Aras,ES,42.5617,-2.356,61.21,82,0,5.75,clear sky
601,Pangkalanbuun,ID,-2.6833,111.6167,81.59,82,100,2.35,overcast clouds
602,Magadan,RU,59.5667,150.8,54.54,84,44,6.22,scattered clouds
603,Tsaratanana,MG,-16.7833,47.65,61.57,74,0,10.8,clear sky
604,Grand Baie,MU,-20.0182,57.5802,70.45,87,40,5.99,scattered clouds
605,Huarmey,PE,-10.0681,-78.1522,63.93,82,7,10.42,clear sky
606,Yaan,NG,7.3833,8.5667,73.09,92,100,3.13,light rain
607,Mamallapuram,IN,12.6264,80.1722,86.05,61,100,13.29,overcast clouds
608,Buenos Aires,AR,-34.6132,-58.3772,52.99,74,0,0.0,clear sky
609,Vodnyy,RU,63.5046,53.4095,49.26,48,13,4.32,few clouds
610,Kailua,US,21.4022,-157.7394,85.98,73,75,13.8,broken clouds
611,Tigil,RU,57.8,158.6667,43.45,94,100,7.74,moderate rain
612,Unhel,IN,23.3333,75.5667,79.86,69,100,11.12,overcast clouds
613,Kaputa,ZM,-8.4689,29.6619,62.85,72,3,4.05,clear sky
614,San Policarpo,PH,12.1791,125.5072,83.79,75,100,7.31,overcast clouds
615,Trinidad,BO,-14.8333,-64.9,55.08,61,0,4.27,clear sky
616,Ketovo,RU,55.355,65.3258,52.32,86,7,6.44,clear sky
617,Neiafu,TO,-18.65,-173.9833,83.08,78,40,12.66,scattered clouds
618,Charqueada,BR,-22.5097,-47.7781,52.48,49,100,2.42,overcast clouds
619,Vysokogornyy,RU,50.1167,139.15,75.88,31,33,2.37,scattered clouds
620,Ternate,ID,0.8,127.4,84.07,69,46,3.91,scattered clouds
621,Muisne,EC,0.6,-80.0333,75.94,84,93,7.11,overcast clouds
622,Turukhansk,RU,65.8167,87.9833,66.34,67,99,11.12,overcast clouds
623,Capoterra,IT,39.1763,8.9718,70.54,82,0,5.75,clear sky
624,San,ML,13.3034,-4.8956,86.68,51,66,8.37,broken clouds
625,Reconquista,AR,-29.15,-59.65,47.14,69,0,6.35,clear sky
626,Edd,ER,13.9297,41.6925,88.16,51,81,3.33,broken clouds
627,Coquimbo,CL,-29.9533,-71.3436,49.73,93,75,1.14,broken clouds
628,Ler,SS,8.3018,30.1418,77.23,65,100,4.14,overcast clouds
629,Quelimane,MZ,-17.8786,36.8883,66.15,94,40,0.0,scattered clouds
630,Codrington,AU,-38.2667,141.9667,55.2,73,96,3.74,overcast clouds
631,Nishihara,JP,26.1842,127.7558,82.45,94,75,16.11,broken clouds
632,Marshall,US,34.3834,-86.3333,83.08,80,0,0.0,clear sky
633,Zhangye,CN,38.9342,100.4517,79.12,9,0,4.32,clear sky
634,La Ronge,CA,55.1001,-105.2842,57.16,87,77,3.87,broken clouds
635,El Dorado,US,38.7666,-120.5177,67.17,88,95,1.01,overcast clouds
636,Changqing,CN,36.5575,116.7272,86.25,41,9,14.72,clear sky
637,Natal,BR,-5.795,-35.2094,74.05,100,20,3.44,few clouds
638,Stara Vyzhivka,UA,51.4376,24.44,55.58,90,68,4.03,broken clouds
639,Tiznit,MA,29.5833,-9.5,71.76,64,48,2.24,scattered clouds
640,Xacmaz,AZ,41.4635,48.806,66.47,75,86,12.1,overcast clouds
641,Nayudupeta,IN,13.9,79.9,79.68,47,100,10.56,overcast clouds
642,Tagab,AF,34.855,69.6492,74.41,39,12,0.36,few clouds
643,Shenzhen,CN,22.5455,114.0683,87.22,99,100,10.38,overcast clouds
644,Mmathubudukwane,BW,-24.6,26.4333,49.35,62,0,1.59,clear sky
645,Puerto Madryn,AR,-42.7692,-65.0385,59.79,24,100,14.7,overcast clouds
646,Saint-Joseph,RE,-21.3667,55.6167,68.38,86,56,15.99,light rain
647,Denpasar,ID,-8.65,115.2167,82.06,89,75,5.75,broken clouds
648,Juegang,CN,32.3174,121.1855,71.98,87,100,6.82,overcast clouds
649,Vestmannaeyjar,IS,63.4427,-20.2734,48.02,96,100,16.35,overcast clouds
650,Shido,JP,34.3233,134.1733,75.58,60,100,7.9,overcast clouds
651,Ciudad Bolivar,VE,8.1222,-63.5497,76.17,86,100,5.7,overcast clouds
652,Ferme-Neuve,CA,46.7001,-75.4493,55.89,98,75,2.95,broken clouds
653,Linxia,CN,35.6003,103.2064,65.66,43,93,2.68,overcast clouds
654,Guanaja,HN,16.4,-85.9,80.67,82,98,21.5,overcast clouds
655,Camacha,PT,33.0833,-16.3333,63.82,72,40,6.91,scattered clouds
656,Saint-Georges,GD,12.0564,-61.7485,79.43,78,5,15.35,clear sky
657,Zaliznychne,UA,45.7489,28.6147,65.62,82,3,15.5,clear sky
658,Teya,RU,60.3778,92.6267,70.56,61,33,5.3,light rain
659,Innisfail,AU,-17.5333,146.0333,71.69,58,3,8.08,clear sky
660,Ovalle,CL,-30.5983,-71.2003,56.62,72,2,0.81,clear sky
661,Bima,ID,-8.4667,118.7167,83.62,67,100,4.43,overcast clouds
662,Strezhevoy,RU,60.7333,77.5889,62.26,73,13,8.95,few clouds
663,Mandan,US,46.8267,-100.8896,71.58,94,75,4.61,broken clouds
664,Itaituba,BR,-4.2761,-55.9836,71.85,100,97,2.13,overcast clouds
665,Pontes E Lacerda,BR,-15.2261,-59.3353,54.14,59,2,3.83,clear sky
666,Tuy Hoa,VN,13.0833,109.3,88.16,59,98,6.53,overcast clouds
667,Puerto Colombia,CO,10.9878,-74.9547,77.09,78,100,10.36,overcast clouds
668,Oudtshoorn,ZA,-33.5907,22.2014,59.9,39,100,5.26,overcast clouds
669,Singosari,ID,-7.8924,112.6658,79.48,71,97,1.61,overcast clouds
670,Manado,ID,1.487,124.8455,88.57,66,40,4.61,scattered clouds
671,Marsh Harbour,BS,26.5412,-77.0636,81.37,83,0,10.07,clear sky
672,Lata,PT,40.1629,-8.3327,66.81,74,2,2.15,clear sky
673,Lebork,PL,54.5392,17.7501,54.91,98,100,4.92,overcast clouds
674,Honiara,SB,-9.4333,159.95,87.44,59,1,5.99,clear sky
675,Sibolga,ID,1.7427,98.7792,83.03,65,50,1.97,scattered clouds
676,Otane,NZ,-39.8833,176.6333,56.01,63,3,19.33,clear sky
677,Marrakesh,MA,31.6315,-8.0083,84.27,42,40,4.61,scattered clouds
678,Fredericksburg,US,38.3032,-77.4605,76.44,84,0,0.0,clear sky
679,Quatre Cocos,MU,-20.2078,57.7625,70.09,79,40,17.85,light rain
680,Broome,US,42.2506,-75.833,66.61,88,20,5.75,few clouds
681,Nemuro,JP,43.3236,145.575,46.87,90,99,18.34,overcast clouds
682,Bauchi,NG,10.5,10.0,73.51,69,70,4.85,broken clouds
683,Brandon,US,27.9378,-82.2859,82.89,84,0,3.44,clear sky
